Title,Region,City,Category,Sub-Category,Sales(USD),Quantity(Units),Discount(Sum),Profit(USD),Profit_Margin(%)
,"('Central',)",Saint Paul,Technology,Accessories,205.03,7,0.0,67.66,33.0
,"('Central',)",Saint Paul,Technology,Phones,797.48,11,0.4,-154.46,-19.37
,"('Central',)",Saint Peters,Furniture,Chairs,454.27,8,0.2,-73.82,-16.25
,"('Central',)",Saint Peters,Furniture,Tables,697.16,4,0.0,146.4,21.0
,"('Central',)",Saint Peters,Office Supplies,Binders,1577.94,3,0.0,757.41,48.0
,"('Central',)",Saint Peters,Office Supplies,Labels,16.52,5,0.2,5.37,32.51
,"('Central',)",Saint Peters,Office Supplies,Storage,40.74,3,0.0,0.41,1.01
,"('Central',)",San Antonio,Furniture,Bookcases,436.0,3,0.15,5.13,1.18
,"('Central',)",San Antonio,Furniture,Chairs,1956.04,12,0.5,-27.56,-1.41
,"('Central',)",San Antonio,Furniture,Furnishings,286.4,15,0.2,79.42,27.73
,"('Central',)",San Antonio,Furniture,Tables,138.59,1,0.4,-34.65,-25.0
,"('Central',)",San Antonio,Office Supplies,Appliances,534.77,12,0.8,-353.95,-66.19
,"('Central',)",San Antonio,Office Supplies,Art,58.94,18,0.8,10.94,18.56
,"('Central',)",San Antonio,Office Supplies,Binders,86.11,10,0.4,40.03,46.49
,"('Central',)",San Antonio,Office Supplies,Envelopes,65.94,3,0.0,30.99,47.0
,"('Central',)",San Antonio,Office Supplies,Fasteners,7.52,5,0.2,1.41,18.75
,"('Central',)",San Antonio,Office Supplies,Labels,80.8,22,0.4,29.19,36.13
,"('Central',)",San Antonio,Office Supplies,Paper,446.16,35,0.4,195.96,43.92
,"('Central',)",San Antonio,Office Supplies,Storage,1591.47,22,0.4,-61.36,-3.86
,"('Central',)",San Antonio,Office Supplies,Supplies,37.75,3,0.2,4.25,11.26
,"('Central',)",San Antonio,Technology,Accessories,142.03,5,0.0,59.3,41.75
,"('Central',)",San Antonio,Technology,Machines,8159.95,8,0.4,-1359.99,-16.67
,"('Central',)",San Antonio,Technology,Phones,4452.19,38,1.2,727.88,16.35
,"('Central',)",Sioux Falls,Furniture,Chairs,182.94,3,0.0,27.44,15.0
,"('Central',)",Sioux Falls,Furniture,Furnishings,29.48,5,0.6,-8.68,-29.44
,"('Central',)",Sioux Falls,Office Supplies,Appliances,416.32,2,0.0,112.41,27.0
,"('Central',)",Sioux Falls,Office Supplies,Binders,103.83,12,0.0,50.63,48.76
,"('Central',)",Sioux Falls,Office Supplies,Labels,23.84,6,0.2,10.21,42.83
,"('Central',)",Sioux Falls,Office Supplies,Paper,472.76,16,0.0,225.86,47.77
,"('Central',)",Sioux Falls,Office Supplies,Storage,62.18,1,0.0,16.79,27.0
,"('Central',)",Sioux Falls,Technology,Accessories,555.48,8,0.0,192.46,34.65
,"('Central',)",Sioux Falls,Technology,Phones,492.77,4,0.2,55.44,11.25
,"('Central',)",Skokie,Furniture,Bookcases,242.35,8,0.7,-363.53,-150.0
,"('Central',)",Skokie,Furniture,Chairs,1512.02,11,0.2,213.28,14.11
,"('Central',)",Skokie,Furniture,Furnishings,593.52,15,0.6,16.28,2.74
,"('Central',)",Skokie,Office Supplies,Appliances,196.42,8,0.0,65.91,33.56
,"('Central',)",Skokie,Office Supplies,Art,86.35,3,0.2,5.4,6.25
,"('Central',)",Skokie,Office Supplies,Binders,667.78,30,2.9,174.73,26.17
,"('Central',)",Skokie,Office Supplies,Fasteners,28.42,7,0.4,6.31,22.2
,"('Central',)",Skokie,Office Supplies,Paper,27.16,5,0.2,11.45,42.16
,"('Central',)",Skokie,Office Supplies,Storage,397.13,9,0.2,32.95,8.3
,"('Central',)",Skokie,Technology,Accessories,139.96,5,0.2,-1.75,-1.25
,"('Central',)",Skokie,Technology,Copiers,899.98,3,0.4,75.0,8.33
,"('Central',)",Skokie,Technology,Phones,106.98,8,0.4,-9.38,-8.77
,"('Central',)",Springfield,Furniture,Chairs,1325.76,6,0.2,149.15,11.25
,"('Central',)",Springfield,Furniture,Furnishings,21.44,2,0.2,7.5,34.98
,"('Central',)",Springfield,Office Supplies,Binders,11.87,4,0.7,2.02,17.02
,"('Central',)",Springfield,Office Supplies,Paper,15.55,3,0.2,5.44,34.98
,"('Central',)",Springfield,Office Supplies,Storage,511.06,9,0.2,-95.82,-18.75
,"('Central',)",Springfield,Technology,Accessories,467.91,10,0.0,160.71,34.35
,"('Central',)",Taylor,Furniture,Chairs,4921.42,10,0.2,984.92,20.01
,"('Central',)",Taylor,Furniture,Furnishings,465.97,24,1.2,161.57,34.67
,"('Central',)",Taylor,Office Supplies,Fasteners,2.9,2,0.2,0.47,16.21
,"('Central',)",Taylor,Office Supplies,Labels,59.76,14,0.2,21.8,36.48
,"('Central',)",Taylor,Office Supplies,Paper,677.57,16,0.0,324.29,47.86
,"('Central',)",Taylor,Office Supplies,Storage,141.88,7,0.2,1.69,1.19
,"('Central',)",Taylor,Technology,Accessories,391.85,7,0.0,127.78,32.61
,"('Central',)",Taylor,Technology,Phones,2011.88,25,1.0,436.6,21.7
,"('Central',)",Trenton,Furniture,Chairs,302.67,3,0.0,72.64,24.0
,"('Central',)",Trenton,Furniture,Furnishings,157.74,11,0.0,56.79,36.0
,"('Central',)",Trenton,Office Supplies,Appliances,137.62,2,0.0,60.55,44.0
,"('Central',)",Trenton,Office Supplies,Art,56.98,7,0.0,22.79,40.0
,"('Central',)",Trenton,Office Supplies,Binders,94.41,6,0.0,44.52,47.16
,"('Central',)",Trenton,Office Supplies,Fasteners,10.23,3,0.0,4.91,48.0
,"('Central',)",Trenton,Office Supplies,Labels,21.93,3,0.0,10.31,47.01
,"('Central',)",Trenton,Office Supplies,Paper,154.9,5,0.0,69.71,45.0
,"('Central',)",Trenton,Technology,Accessories,582.87,7,0.0,199.44,34.22
,"('Central',)",Trenton,Technology,Phones,821.95,6,0.2,169.97,20.68
,"('Central',)",Tulsa,Office Supplies,Envelopes,62.81,3,0.2,21.2,33.75
,"('Central',)",Tulsa,Technology,Phones,69.93,7,0.0,0.7,1.0
,"('Central',)",Tyler,Furniture,Furnishings,82.52,3,0.6,-41.26,-50.0
,"('Central',)",Tyler,Office Supplies,Appliances,2.69,3,0.8,-7.39,-274.72
,"('Central',)",Tyler,Office Supplies,Binders,182.99,3,0.8,-320.24,-175.0
,"('Central',)",Tyler,Office Supplies,Paper,343.74,10,0.2,157.65,45.86
,"('Central',)",Tyler,Technology,Accessories,27.82,3,0.2,4.52,16.25
,"('Central',)",Urbandale,Furniture,Chairs,3416.06,15,0.4,686.26,20.09
,"('Central',)",Urbandale,Furniture,Furnishings,303.92,5,0.2,-30.39,-10.0
,"('Central',)",Urbandale,Office Supplies,Appliances,262.24,2,0.0,78.67,30.0
,"('Central',)",Urbandale,Office Supplies,Art,97.2,5,0.0,30.86,31.75
,"('Central',)",Urbandale,Office Supplies,Binders,752.25,18,0.8,283.01,37.62
,"('Central',)",Urbandale,Office Supplies,Envelopes,293.17,10,0.2,129.75,44.26
,"('Central',)",Urbandale,Office Supplies,Paper,272.3,15,0.4,122.94,45.15
,"('Central',)",Urbandale,Office Supplies,Storage,1461.02,13,0.4,121.58,8.32
,"('Central',)",Urbandale,Technology,Accessories,189.71,9,0.2,15.16,7.99
,"('Central',)",Urbandale,Technology,Machines,3106.96,8,0.4,328.59,10.58
,"('Central',)",Urbandale,Technology,Phones,725.73,6,0.2,167.34,23.06
,"('Central',)",Westland,Furniture,Bookcases,323.14,4,0.2,12.12,3.75
,"('Central',)",Westland,Furniture,Chairs,301.96,2,0.0,33.22,11.0
,"('Central',)",Westland,Furniture,Furnishings,206.64,6,0.0,67.6,32.71
,"('Central',)",Westland,Office Supplies,Binders,178.66,9,0.2,80.21,44.9
,"('Central',)",Westland,Office Supplies,Labels,133.2,9,0.0,66.6,50.0
,"('Central',)",Westland,Office Supplies,Storage,542.36,6,0.0,94.38,17.4
,"('Central',)",Westland,Technology,Accessories,111.58,5,0.0,43.19,38.71
,"('Central',)",Westland,Technology,Phones,695.68,13,0.2,40.53,5.83
,"('Central',)",Subtotal,,,518800.04,8965,392.2,63609.1,12.26
,"('East',)",Akron,Furniture,Chairs,1107.87,12,0.7,-68.4,-6.17
,"('East',)",Akron,Furniture,Furnishings,419.05,15,0.8,106.22,25.35
,"('East',)",Akron,Furniture,Tables,2080.34,12,0.8,-82.93,-3.99
,"('East',)",Akron,Office Supplies,Appliances,76.12,2,0.0,22.07,28.99
,"('East',)",Akron,Office Supplies,Art,84.26,12,0.4,7.81,9.27
,"('East',)",Akron,Office Supplies,Binders,276.85,23,1.3,89.86,32.46
,"('East',)",Akron,Office Supplies,Envelopes,15.84,2,0.2,5.54,34.97
,"('East',)",Akron,Office Supplies,Fasteners,18.24,3,0.0,9.12,50.0
,"('East',)",Akron,Office Supplies,Labels,33.64,5,0.4,11.28,33.53
,"('East',)",Akron,Office Supplies,Paper,171.96,16,0.8,60.6,35.24
,"('East',)",Akron,Office Supplies,Storage,739.42,7,0.4,78.73,10.65
,"('East',)",Akron,Technology,Accessories,149.02,6,0.4,-15.44,-10.36
,"('East',)",Akron,Technology,Phones,21.07,3,0.2,1.58,7.5
,"('East',)",Auburn,Furniture,Bookcases,163.88,4,0.5,-81.94,-50.0
,"('East',)",Auburn,Furniture,Chairs,402.18,4,0.4,45.39,11.29
,"('East',)",Auburn,Furniture,Furnishings,464.51,18,0.4,103.1,22.2
,"('East',)",Auburn,Furniture,Tables,241.92,4,0.4,-56.45,-23.33
,"('East',)",Auburn,Office Supplies,Appliances,151.62,7,0.0,50.03,33.0
,"('East',)",Auburn,Office Supplies,Art,399.79,26,0.6,105.07,26.28
,"('East',)",Auburn,Office Supplies,Binders,14.77,5,1.4,-11.44,-77.45
,"('East',)",Auburn,Office Supplies,Fasteners,10.58,7,0.2,-2.38,-22.5
,"('East',)",Auburn,Office Supplies,Labels,39.74,14,0.2,18.07,45.47
,"('East',)",Auburn,Office Supplies,Paper,76.39,13,0.2,35.45,46.41
,"('East',)",Auburn,Office Supplies,Storage,399.09,10,0.4,-21.11,-5.29
,"('East',)",Auburn,Office Supplies,Supplies,16.9,2,0.0,5.07,30.0
,"('East',)",Auburn,Technology,Accessories,158.96,8,0.2,53.54,33.68
,"('East',)",Auburn,Technology,Copiers,13999.96,4,0.0,6719.98,48.0
,"('East',)",Auburn,Technology,Phones,145.5,7,0.2,21.55,14.81
,"('East',)",Baltimore,Office Supplies,Appliances,90.86,7,0.0,26.35,29.0
,"('East',)",Baltimore,Office Supplies,Art,14.67,3,0.0,3.96,26.99
,"('East',)",Baltimore,Office Supplies,Labels,11.07,3,0.0,5.2,46.97
,"('East',)",Baltimore,Office Supplies,Paper,156.35,16,0.0,75.42,48.24
,"('East',)",Belleville,Furniture,Furnishings,101.33,4,0.0,43.18,42.61
,"('East',)",Belleville,Office Supplies,Labels,9.82,2,0.0,4.81,48.98
,"('East',)",Belleville,Office Supplies,Paper,46.42,10,0.2,19.64,42.31
,"('East',)",Belleville,Technology,Accessories,239.97,3,0.0,71.99,30.0
,"('East',)",Belleville,Technology,Phones,278.4,3,0.0,80.74,29.0
,"('East',)",Bridgeton,Furniture,Tables,189.58,1,0.2,9.48,5.0
,"('East',)",Bridgeton,Office Supplies,Appliances,11.67,3,0.0,3.03,25.96
,"('East',)",Bridgeton,Office Supplies,Art,4.17,3,0.0,1.08,25.9
,"('East',)",Bridgeton,Office Supplies,Binders,18.69,3,0.7,-14.33,-76.67
,"('East',)",Bridgeton,Office Supplies,Fasteners,2.37,2,0.2,0.83,35.02
,"('East',)",Bridgeton,Office Supplies,Labels,18.45,5,0.0,8.67,46.99
,"('East',)",Bridgeton,Office Supplies,Paper,19.01,3,0.2,6.89,36.24
,"('East',)",Bridgeton,Office Supplies,Storage,78.06,6,0.0,10.86,13.91
,"('East',)",Bridgeton,Technology,Accessories,383.95,6,0.2,76.79,20.0
,"('East',)",Bridgeton,Technology,Phones,139.0,9,0.4,13.9,10.0
,"('East',)",Buffalo,Furniture,Bookcases,204.67,1,0.32,-6.02,-2.94
,"('East',)",Buffalo,Furniture,Tables,1000.99,8,0.6,-164.4,-16.42
,"('East',)",Buffalo,Office Supplies,Appliances,339.82,7,1.2,-355.67,-104.66
,"('East',)",Buffalo,Office Supplies,Art,85.95,6,0.2,10.08,11.73
,"('East',)",Buffalo,Office Supplies,Envelopes,79.96,2,0.0,35.98,45.0
,"('East',)",Buffalo,Office Supplies,Fasteners,2.88,1,0.0,1.35,46.88
,"('East',)",Buffalo,Office Supplies,Labels,4.91,1,0.0,2.41,49.08
,"('East',)",Buffalo,Office Supplies,Paper,44.18,7,0.2,18.6,42.1
,"('East',)",Buffalo,Office Supplies,Storage,863.55,7,0.4,-58.5,-6.77
,"('East',)",Buffalo,Office Supplies,Supplies,835.17,7,0.0,16.7,2.0
,"('East',)",Buffalo,Technology,Accessories,2.38,3,0.2,0.74,31.09
,"('East',)",Buffalo,Technology,Copiers,1799.97,5,0.4,240.0,13.33
,"('East',)",Buffalo,Technology,Phones,719.96,5,0.2,54.0,7.5
,"('East',)",Chester,Furniture,Bookcases,1279.17,5,0.15,225.73,17.65
,"('East',)",Chester,Furniture,Chairs,2806.32,18,0.9,254.64,9.07
,"('East',)",Chester,Furniture,Furnishings,417.54,25,1.2,37.65,9.02
,"('East',)",Chester,Office Supplies,Appliances,40.74,3,0.0,12.22,30.0
,"('East',)",Chester,Office Supplies,Art,211.5,14,0.6,21.28,10.06
,"('East',)",Chester,Office Supplies,Binders,276.03,25,2.1,96.64,35.01
,"('East',)",Chester,Office Supplies,Envelopes,244.94,9,0.2,83.47,34.08
,"('East',)",Chester,Office Supplies,Fasteners,29.65,9,0.0,3.54,11.94
,"('East',)",Chester,Office Supplies,Labels,145.06,8,0.4,49.51,34.13
,"('East',)",Chester,Office Supplies,Paper,844.46,13,0.0,404.28,47.87
,"('East',)",Chester,Office Supplies,Storage,1426.38,20,0.2,-161.56,-11.33
,"('East',)",Chester,Technology,Accessories,1286.35,12,0.2,78.27,6.08
,"('East',)",Chester,Technology,Machines,403.41,7,0.1,176.21,43.68
,"('East',)",Chester,Technology,Phones,2269.33,17,1.4,-85.43,-3.76
,"('East',)",Cincinnati,Furniture,Chairs,1515.69,21,0.7,60.0,3.96
,"('East',)",Cincinnati,Furniture,Furnishings,64.47,8,0.4,16.01,24.83
,"('East',)",Cincinnati,Furniture,Tables,70.56,1,0.3,-4.03,-5.71
,"('East',)",Cincinnati,Office Supplies,Appliances,254.4,10,1.0,57.44,22.58
,"('East',)",Cincinnati,Office Supplies,Art,105.36,15,0.6,21.68,20.58
,"('East',)",Cincinnati,Office Supplies,Binders,159.27,23,3.7,-3.67,-2.3
,"('East',)",Cincinnati,Office Supplies,Envelopes,75.06,5,0.2,29.81,39.71
,"('East',)",Cincinnati,Office Supplies,Labels,84.76,18,0.4,37.27,43.97
,"('East',)",Cincinnati,Office Supplies,Paper,740.29,60,0.8,305.85,41.31
,"('East',)",Cincinnati,Office Supplies,Storage,1764.93,20,0.6,141.91,8.04
,"('East',)",Cincinnati,Office Supplies,Supplies,13.98,1,0.0,3.63,25.97
,"('East',)",Cincinnati,Technology,Accessories,195.68,5,0.4,-11.47,-5.86
,"('East',)",Cincinnati,Technology,Copiers,1319.97,5,0.6,231.99,17.58
,"('East',)",Cincinnati,Technology,Phones,1335.62,22,0.8,286.52,21.45
,"('East',)",Cleveland,Furniture,Chairs,2807.84,8,0.0,673.88,24.0
,"('East',)",Cleveland,Furniture,Furnishings,44.55,8,0.2,14.26,32.01
,"('East',)",Cleveland,Office Supplies,Appliances,26.21,4,0.2,10.18,38.84
,"('East',)",Cleveland,Office Supplies,Art,53.63,7,0.0,14.62,27.26
,"('East',)",Cleveland,Office Supplies,Binders,1508.59,31,3.1,-513.59,-34.04
,"('East',)",Cleveland,Office Supplies,Fasteners,5.7,5,0.0,2.68,47.02
,"('East',)",Cleveland,Office Supplies,Paper,191.14,8,0.0,93.89,49.12
,"('East',)",Cleveland,Office Supplies,Storage,22.58,2,0.0,5.87,26.0
,"('East',)",Cleveland,Office Supplies,Supplies,29.88,7,0.2,6.53,21.85
,"('East',)",Cleveland,Technology,Accessories,462.94,8,0.0,156.93,33.9
,"('East',)",Clinton,Furniture,Bookcases,120.67,2,0.15,21.29,17.64
,"('East',)",Clinton,Furniture,Chairs,150.98,1,0.0,43.78,29.0
,"('East',)",Clinton,Furniture,Furnishings,52.67,8,1.0,4.34,8.24
,"('East',)",Clinton,Office Supplies,Appliances,355.96,2,0.0,103.23,29.0
,"('East',)",Clinton,Office Supplies,Art,16.99,1,0.0,4.93,29.02
,"('East',)",Clinton,Office Supplies,Envelopes,137.25,9,0.0,63.13,46.0
,"('East',)",Clinton,Office Supplies,Fasteners,13.33,5,0.0,6.06,45.46
,"('East',)",Clinton,Office Supplies,Paper,28.9,5,0.0,14.16,49.0
,"('East',)",Clinton,Office Supplies,Storage,67.4,5,0.0,17.52,25.99
,"('East',)",Clinton,Office Supplies,Supplies,6.21,2,0.2,0.7,11.27
,"('East',)",Clinton,Technology,Accessories,84.44,5,0.2,1.82,2.16
,"('East',)",Clinton,Technology,Phones,156.79,1,0.2,17.64,11.25
,"('East',)",Columbia,Furniture,Furnishings,86.62,2,0.0,8.66,10.0
,"('East',)",Columbia,Office Supplies,Binders,37.66,7,0.0,18.45,48.99
,"('East',)",Columbus,Furniture,Bookcases,1617.58,26,2.6,-707.65,-43.75
,"('East',)",Columbus,Furniture,Chairs,1151.68,9,0.7,48.75,4.23
,"('East',)",Columbus,Furniture,Furnishings,391.97,29,1.0,13.98,3.57
,"('East',)",Columbus,Furniture,Tables,275.49,1,0.5,-170.8,-62.0
,"('East',)",Columbus,Office Supplies,Appliances,1325.26,17,1.0,275.06,20.76
,"('East',)",Columbus,Office Supplies,Art,40.74,9,0.2,7.68,18.85
,"('East',)",Columbus,Office Supplies,Binders,233.16,49,7.6,-159.57,-68.44
,"('East',)",Columbus,Office Supplies,Envelopes,390.28,21,1.0,132.03,33.83
,"('East',)",Columbus,Office Supplies,Fasteners,80.66,30,0.6,28.18,34.94
,"('East',)",Columbus,Office Supplies,Labels,24.4,10,0.4,8.23,33.73
,"('East',)",Columbus,Office Supplies,Paper,575.43,42,0.8,258.37,44.9
,"('East',)",Columbus,Office Supplies,Storage,1171.25,24,1.0,249.51,21.3
,"('East',)",Columbus,Office Supplies,Supplies,95.21,12,0.4,10.56,11.09
,"('East',)",Columbus,Technology,Accessories,1028.15,20,0.8,249.92,24.31
,"('East',)",Columbus,Technology,Copiers,1439.98,4,0.4,192.0,13.33
,"('East',)",Columbus,Technology,Phones,831.02,23,1.2,53.71,6.46
,"('East',)",Concord,Furniture,Bookcases,894.21,6,0.5,-75.5,-8.44
,"('East',)",Concord,Office Supplies,Binders,68.62,2,0.0,32.25,47.0
,"('East',)",Concord,Office Supplies,Labels,8.26,2,0.0,3.8,46.0
,"('East',)",Concord,Office Supplies,Paper,19.44,3,0.0,9.33,47.99
,"('East',)",Concord,Office Supplies,Storage,104.79,7,0.0,29.34,28.0
,"('East',)",Concord,Technology,Accessories,43.56,3,0.2,-4.9,-11.25
,"('East',)",Concord,Technology,Copiers,1439.97,4,0.2,485.99,33.75
,"('East',)",Concord,Technology,Machines,2973.32,7,0.2,334.5,11.25
,"('East',)",Concord,Technology,Phones,858.83,11,0.6,70.65,8.23
,"('East',)",Cranston,Office Supplies,Art,13.9,5,0.0,3.75,26.98
,"('East',)",Cranston,Office Supplies,Binders,1.8,5,0.8,-2.88,-160.0
,"('East',)",Cranston,Office Supplies,Envelopes,19.4,5,0.0,9.31,47.99
,"('East',)",Cranston,Office Supplies,Storage,606.16,5,0.0,78.73,12.99
,"('East',)",Cranston,Office Supplies,Supplies,22.24,2,0.2,2.5,11.24
,"('East',)",Cranston,Technology,Machines,319.92,8,0.0,118.37,37.0
,"('East',)",Dover,Furniture,Bookcases,915.54,14,0.5,106.73,11.66
,"('East',)",Dover,Furniture,Chairs,6356.32,33,1.6,963.43,15.16
,"('East',)",Dover,Furniture,Furnishings,637.95,32,0.4,162.79,25.52
,"('East',)",Dover,Furniture,Tables,2048.4,10,0.8,-193.77,-9.46
,"('East',)",Dover,Office Supplies,Appliances,33.28,4,0.0,9.32,28.0
,"('East',)",Dover,Office Supplies,Art,52.87,12,0.2,17.8,33.67
,"('East',)",Dover,Office Supplies,Binders,550.4,35,2.9,218.73,39.74
,"('East',)",Dover,Office Supplies,Envelopes,28.75,3,0.2,9.34,32.49
,"('East',)",Dover,Office Supplies,Fasteners,4.36,2,0.0,1.79,41.06
,"('East',)",Dover,Office Supplies,Labels,22.03,7,0.4,7.41,33.64
,"('East',)",Dover,Office Supplies,Paper,273.9,32,0.6,103.07,37.63
,"('East',)",Dover,Office Supplies,Storage,2479.56,18,0.2,390.43,15.75
,"('East',)",Dover,Office Supplies,Supplies,9.18,2,0.2,1.15,12.53
,"('East',)",Dover,Technology,Accessories,1168.53,33,0.4,250.69,21.45
,"('East',)",Dover,Technology,Copiers,599.97,5,0.4,70.0,11.67
,"('East',)",Dover,Technology,Phones,2263.24,14,1.0,279.48,12.35
,"('East',)",Dublin,Furniture,Chairs,98.39,1,0.2,-11.07,-11.25
,"('East',)",Dublin,Furniture,Furnishings,271.74,9,0.4,58.36,21.48
,"('East',)",Dublin,Furniture,Tables,1048.35,5,0.4,-69.89,-6.67
,"('East',)",Dublin,Office Supplies,Appliances,397.02,9,0.0,110.74,27.89
,"('East',)",Dublin,Office Supplies,Art,64.79,7,0.2,14.44,22.29
,"('East',)",Dublin,Office Supplies,Binders,42.98,9,0.9,-5.72,-13.31
,"('East',)",Dublin,Office Supplies,Fasteners,5.58,2,0.2,1.81,32.44
,"('East',)",Dublin,Office Supplies,Paper,222.68,23,0.4,82.34,36.98
,"('East',)",Dublin,Office Supplies,Storage,82.37,2,0.2,-19.56,-23.75
,"('East',)",Dublin,Technology,Accessories,55.33,6,0.2,20.6,37.23
,"('East',)",Dublin,Technology,Machines,479.99,4,0.7,-383.99,-80.0
,"('East',)",Dublin,Technology,Phones,587.97,3,0.0,164.63,28.0
,"('East',)",Everett,Furniture,Bookcases,782.94,3,0.0,203.56,26.0
,"('East',)",Everett,Furniture,Furnishings,16.74,2,0.0,4.35,25.99
,"('East',)",Everett,Office Supplies,Art,16.28,2,0.0,6.51,39.99
,"('East',)",Everett,Office Supplies,Binders,242.48,7,0.0,116.39,48.0
,"('East',)",Everett,Office Supplies,Paper,40.03,6,0.2,15.01,37.5
,"('East',)",Everett,Office Supplies,Storage,123.55,3,0.2,-29.34,-23.75
,"('East',)",Everett,Technology,Phones,39.99,1,0.0,11.6,29.01
,"('East',)",Fairfield,Furniture,Chairs,600.92,7,0.7,-63.73,-10.61
,"('East',)",Fairfield,Furniture,Furnishings,6.24,3,0.0,2.62,41.99
,"('East',)",Fairfield,Furniture,Tables,801.6,5,0.5,-448.9,-56.0
,"('East',)",Fairfield,Office Supplies,Appliances,587.1,4,0.0,156.3,26.62
,"('East',)",Fairfield,Office Supplies,Binders,103.67,18,1.4,37.0,35.69
,"('East',)",Fairfield,Office Supplies,Labels,11.52,5,0.2,4.18,36.28
,"('East',)",Fairfield,Office Supplies,Paper,72.03,6,0.4,25.4,35.26
,"('East',)",Fairfield,Office Supplies,Supplies,122.71,7,0.0,36.81,30.0
,"('East',)",Fairfield,Technology,Accessories,36.24,1,0.0,15.22,42.0
,"('East',)",Fairfield,Technology,Phones,1462.89,14,0.4,327.71,22.4
,"('East',)",Franklin,Furniture,Chairs,549.83,8,0.5,-81.07,-14.74
,"('East',)",Franklin,Furniture,Furnishings,366.54,6,0.6,-275.36,-75.12
,"('East',)",Franklin,Furniture,Tables,1631.85,8,0.5,-294.09,-18.02
,"('East',)",Franklin,Office Supplies,Binders,675.31,24,0.7,297.33,44.03
,"('East',)",Franklin,Office Supplies,Paper,97.82,2,0.0,45.98,47.0
,"('East',)",Franklin,Office Supplies,Storage,1220.53,12,0.2,347.11,28.44
,"('East',)",Franklin,Technology,Accessories,342.82,14,0.0,115.78,33.77
,"('East',)",Franklin,Technology,Copiers,5399.91,9,0.0,2591.96,48.0
,"('East',)",Franklin,Technology,Phones,302.38,3,0.2,22.68,7.5
,"('East',)",Grove City,Furniture,Chairs,341.49,8,0.3,-73.18,-21.43
,"('East',)",Grove City,Furniture,Furnishings,343.32,20,0.4,51.18,14.91
,"('East',)",Grove City,Office Supplies,Art,11.12,5,0.2,0.83,7.46
,"('East',)",Grove City,Office Supplies,Binders,106.21,22,2.9,8.93,8.41
,"('East',)",Grove City,Office Supplies,Envelopes,29.34,3,0.0,13.5,46.01
,"('East',)",Grove City,Office Supplies,Paper,378.58,18,0.2,145.12,38.33
,"('East',)",Grove City,Office Supplies,Storage,69.52,2,0.0,17.38,25.0
,"('East',)",Grove City,Office Supplies,Supplies,11.91,3,0.0,0.12,1.01
,"('East',)",Grove City,Technology,Accessories,961.32,17,0.2,317.81,33.06
,"('East',)",Grove City,Technology,Phones,119.94,10,0.4,15.99,13.33
,"('East',)",Hackensack,Furniture,Furnishings,156.11,9,0.2,61.2,39.2
,"('East',)",Hackensack,Furniture,Tables,120.96,2,0.4,-28.22,-23.33
,"('East',)",Hackensack,Office Supplies,Appliances,384.4,15,1.0,39.91,10.38
,"('East',)",Hackensack,Office Supplies,Art,18.06,7,0.0,4.7,26.02
,"('East',)",Hackensack,Office Supplies,Paper,912.9,17,0.4,421.35,46.16
,"('East',)",Hackensack,Office Supplies,Storage,159.05,2,0.4,13.99,8.8
,"('East',)",Hackensack,Technology,Accessories,99.98,2,0.0,8.0,8.0
,"('East',)",Hackensack,Technology,Phones,3519.65,13,0.6,341.97,9.72
,"('East',)",Hamilton,Furniture,Bookcases,307.67,2,0.15,28.96,9.41
,"('East',)",Hamilton,Furniture,Furnishings,36.52,6,0.0,13.4,36.69
,"('East',)",Hamilton,Furniture,Tables,918.78,5,0.3,-118.13,-12.86
,"('East',)",Hamilton,Office Supplies,Appliances,474.5,10,0.0,134.22,28.29
,"('East',)",Hamilton,Office Supplies,Art,55.23,13,0.6,13.2,23.9
,"('East',)",Hamilton,Office Supplies,Binders,368.02,17,1.8,-378.87,-102.95
,"('East',)",Hamilton,Office Supplies,Envelopes,11.98,6,0.4,4.13,34.47
,"('East',)",Hamilton,Office Supplies,Labels,29.24,5,0.2,9.87,33.76
,"('East',)",Hamilton,Office Supplies,Paper,246.42,12,0.2,118.31,48.01
,"('East',)",Hamilton,Office Supplies,Storage,3344.68,35,0.4,286.01,8.55
,"('East',)",Hamilton,Technology,Accessories,239.92,8,0.0,23.99,10.0
,"('East',)",Hamilton,Technology,Phones,43.18,3,0.2,15.11,34.99
,"('East',)",Jamestown,Furniture,Chairs,333.68,7,0.6,-18.96,-5.68
,"('East',)",Jamestown,Furniture,Furnishings,80.96,4,0.0,29.15,36.01
,"('East',)",Jamestown,Office Supplies,Appliances,47.92,7,0.8,-19.99,-41.72
,"('East',)",Jamestown,Office Supplies,Art,2.3,1,0.2,0.26,11.3
,"('East',)",Jamestown,Office Supplies,Labels,5.04,2,0.2,1.76,34.92
,"('East',)",Jamestown,Office Supplies,Paper,505.38,15,0.2,197.98,39.17
,"('East',)",Jamestown,Office Supplies,Storage,221.02,2,0.2,-55.26,-25.0
,"('East',)",Jamestown,Technology,Phones,6428.77,12,0.2,1439.68,22.39
,"('East',)",Kent,Furniture,Furnishings,18.18,1,0.2,4.77,26.24
,"('East',)",Kent,Office Supplies,Appliances,48.36,5,0.2,6.04,12.49
,"('East',)",Kent,Office Supplies,Art,14.02,3,0.2,1.75,12.48
,"('East',)",Kent,Office Supplies,Binders,57.42,9,0.0,26.41,45.99
